콘텐츠 아이디2 (CID),제목,1단계 분류코드,2단계 분류코드,캐치프레이즈,지역 (시_도),지역 (시_군_구),cluster
127613,안성맞춤가족공원,A02,A0202,쾌적한 휴식공간과 문화시설이 있는 공원,경기도,안성시,1
2764960,잇츠콜라박물관,A02,A0206,코카-콜라의 발자취를 한눈에 보다,경기도,파주시,1
1918731,헤이리 커피박물관,A02,A0206,커피의 역사를 담은 귀중한 전시품을 볼 수 있는 곳,경기도,파주시,2
127968,장흥관광지,A02,A0202,"캠핑, 문화, 힐링까지 선물세트 같은 장흥관광지",경기도,양주시,1
129634,캐나다전투기념비,A02,A0205,캐나다군의 숭고한 희생정신을 기리는 비,경기도,가평군,1
612541,천서리 막국수촌,A02,A0203,칼칼한 맛의 막국수가 유명한 곳,경기도,여주시,1
3009109,프로방스아뜰리에,A02,A0203,카페와 베이커리 그리고 공방이 함께 있는 전원카페,경기도,김포시,1
1934795,더그림,A02,A0202,카페같은 분위기의 미니 식물원,경기도,양평군,1
2746031,용화사,A02,A0201,칠보산 아래 위치한 사찰,경기도,수원시,1
129331,양평 옹달샘꽃누름마을,A02,A0203,친황경 농산물을 생산하는 깨끗한 마을,경기도,양평군,1
3007648,에코랜드,A02,A0202,친환경적이고 안전한 매립장 주민들을 위한 공간이 되다,경기도,남양주시,1
127176,진위천유원지,A02,A0202,친환경적이고 아름답게 확대 조성된 새로운 개념의 여가 놀이시설,경기도,평택시,1
1926616,꿈이익는농장,A02,A0203,친환경 체험을 하고 싶다면,경기도,양평군,1
3007126,뜰안에 블루베리 농원,A02,A0203,친환경 무농약 블루베리를 수확하고 체험하며 맛볼 수 있는 농장,경기도,평택시,2
129330,양주 초록지기마을,A02,A0203,친환경 농법으로 쌀농사는 짓는 자연친화적인 마을,경기도,양주시,1
2736386,덕소자연사박물관,A02,A0206,친근하게 자연을 배우고 살펴 볼 수 있는 교육 현장,경기도,남양주시,2
1201345,용문산전투전적비,A02,A0205,치열한 전투로 얻어낸 승리 !,경기도,가평군,1
130744,지도박물관,A02,A0206,측량과 지도를 누구라도 한 눈에 쉽고 폭넓게 이해할 수 있는 곳,경기도,수원시,2
2741612,평택호예술공원,A02,A0202,충북 괴산군 장연면에 자리했,경기도,평택시,0
1918344,추사박물관(과천),A02,A0206,추사가 꽃피웠던 학문과 예술의 정수를 알리는 곳,경기도,과천시,1
2464602,배혜정도가,A02,A0204,"최상의 재료, 최고의 맛으로 빚는 양조장",경기도,화성시,1
252560,도라전망대,A02,A0205,"최북단에서 평화의 바람을 느끼다, 도라전망대",경기도,파주시,1
2994172,도덕산 출렁다리,A02,A0205,"초록빛 숲과 인공폭포, 시민이 함께 어우러지는 만남의 장 ",경기도,광명시,1
2018386,웃다리문화촌,A02,A0203,"체험하는 문화, 즐기는 예술의 장",경기도,평택시,1
2733057,에코리움,A02,A0206,체험이 있는 공간,경기도,오산시,1
2789687,설곡옻샘마을,A02,A0203,체험이 있는 곳,경기도,가평군,1
2741619,포승레포츠공원,A02,A0202,체육행사 최적의 장소,경기도,평택시,1
2914895,청성역사공원,A02,A0202,체육시설과 충혼탑이 있는 포천 공원,경기도,포천시,1
2722891,청학밸리리조트,A02,A0202,청학동계곡이 있는 도심 속 자연 놀이터,경기도,남양주시,1
129409,화성 가시리마을,A02,A0203,청정한 자연을 자랑하는 농촌마을,경기도,화성시,1
2966354,모아베리교육농장,A02,A0203,청정지역에서 딸기농장 체험을 즐길 수 있는 곳,경기도,연천군,2
1553067,푸르내마을 [농촌체험],A02,A0203,청정지역 연천에서 즐길 수있는 농촌체험,경기도,연천군,2
128303,사슴마을,A02,A0203,청정 지역에서 즐기는 다양한 체험 프로그램,경기도,여주시,1
128284,박두진 시비,A02,A0205,청록파 시인 박두진을 기리기 위한 비,경기도,안성시,1
920140,최영장군묘,A02,A0201,청렴결백했던 고려말기의 명장 최영장군의 묘,경기도,고양시,1
250277,파주 덕은리 주거지와 지석묘군,A02,A0201,청동기시대의 생활을 엿볼 수 있는 고인돌,경기도,파주시,2
2736374,고강선사유적공원,A02,A0201,청동기 시대의 집단취락지,경기도,부천시,1
736597,가학동지석묘,A02,A0201,청도기시대 거석숭배 신앙의 흔적,경기도,광명시,1
309325,백련암(용인),A02,A0201,첩첩산중에 있는 우리나라 전통사찰,경기도,용인시,1
125536,칠장사(안성),A02,A0201,철따라 바뀌는 아름답기 그지없는 울창한 숲에 고풍스러운 칠장사,경기도,안성시,1
976598,남양주 구 팔당역,A02,A0201,철도역사건축,경기도,남양주시,1
2463812,의왕철도박물관,A02,A0204,철도 역사를 배울 수 있는 박물관,경기도,의왕시,2
2554994,설미재미술관,A02,A0206,천혜의 자연향기가 가득한 산중문화예술공간,경기도,가평군,1
128646,당포성 (한탄강 유네스코 세계지질공원),A02,A0201,"천혜의 자연성벽, 당포성",경기도,연천군,1
749557,아시아출판문화정보센터,A02,A0205,천혜의 땅 파주에 위치한 출판도시,경기도,파주시,1
2761287,탄도어촌체험마을,A02,A0203,천혜의 관광자원과 더불어 일출과 일몰을 모두 볼 수 있는 곳,경기도,안산시,2
125541,천진암 성지,A02,A0201,천주교의 역사를 품고 있는 곳,경기도,광주시,1
127027,죽산성지(이진터성지),A02,A0201,천주교 순교성지,경기도,안성시,1
128302,안성 미리내마을,A02,A0203,천주교 성지 근처 농처촌체험마을,경기도,안성시,1
136062,한화리조트 양평,A02,A0202,천연삼림욕이 함께하는 휴식 공간,경기도,양평군,1
128699,여주참숯마을,A02,A0202,천연 온천수와 참숯가마로 건강과 힐링을 동시에,경기도,여주시,1
2789689,반딧불마을,A02,A0203,천연 그대로의 수려한 자연 경관을 자랑하는 전형적인 산촌,경기도,가평군,1
2670558,나리농원,A02,A0204,천만송이 천일홍 축제의 장,경기도,양주시,1
128871,흥국사(고양),A02,A0201,천년의 향기를 품은 고찰,경기도,고양시,1
125537,용문사(용문산),A02,A0201,천년의 향기가 있는 용문사,경기도,양평군,1
128926,신륵사(여주),A02,A0201,천년의 신비로움이 깨어나다,경기도,여주시,1
127768,여주 고달사지,A02,A0201,천년의 시간을 품은 절터,경기도,여주시,1
318186,오봉산 석굴암,A02,A0201,천년고찰 양주 오봉산 석굴암,경기도,양주시,1
128576,연천 경순왕릉,A02,A0201,천년 신라 사직의 마지막 왕이 잠든 곳,경기도,연천군,1
2569495,한길 책박물관,A02,A0206,책의 미학을 새롭게 인식하는 출판문화의 장,경기도,파주시,1
2841316,의정부음악도서관,A02,A0206,책과 음악이 있는 공간,경기도,의정부시,1
560481,파주 출판도시,A02,A0204,책과 복합문화예술의 도시,경기도,파주시,1
2523151,우둠지,A02,A0203,채움과 비움의 복합 휴양공간,경기도,포천시,1
2507011,남양주 어린이비전센터,A02,A0206,창의적인 체험 콘텐츠를 제공하는 어린이감성체험시설,경기도,남양주시,1
2375571,캠프 그리브스,A02,A0201,"진짜 DMZ를 만나다, 캠프 그리브스",경기도,파주시,1
1954303,진위향교,A02,A0201,진위천이 내려다보이는 곳,경기도,평택시,1
1201060,이천보고가,A02,A0201,"진암 이천보(李天輔, 1698~1761)가 살았던 곳",경기도,가평군,1
2032127,포천 어메이징파크,A02,A0202,"직접 체험하는 과학놀이터, 포천 어메이징파크",경기도,포천시,1
619672,화성식염온천,A02,A0202,지하 700미터에서 나오는 32℃의 온천수,경기도,화성시,1
2757569,네이처스파,A02,A0202,"지하 1,300m 천연암반수를 이용한 스파,찜질방",경기도,파주시,1
2569457,허브빌리지,A02,A0204,지중해 휴양지를 연상시키는 허브향 가득한 자연공간,경기도,연천군,1
2737290,화산체육공원,A02,A0202,지역주민의 여가와 체육활동을 즐길 수 있는 복합 체육 문화공간,경기도,화성시,2
2751255,도척그린공원,A02,A0202,"지역주민들의 화합과 건강증진, 여가생활을 위한 공원",경기도,광주시,1
129860,동두천문화원,A02,A0206,지역의 전통을 보존하고 발전시키는 문화원,경기도,동두천시,1
127943,부천 원미공원,A02,A0202,지역민들의 휴식과 건강을 책임지는 시민들의 공원,경기도,부천시,1
2606169,음악역 1939,A02,A0206,지역민들에게 활력을 제공하는 음악중심 문화공간,경기도,가평군,1
2554094,동아방송예술대학교 DIMA아트센터,A02,A0206,지역문화예술 발전에 도움을 주는아트센터,경기도,안성시,1
3007381,갈매중앙공원,A02,A0202,지역 주민에겐 건강 쉼터 아이들에겐 즐길거리 가득한 친환경 놀이터,경기도,구리시,1
130830,경기성남교육도서관,A02,A0206,지역 주민들의 생활 문화공간,경기도,성남시,1
2784050,성남큐브미술관,A02,A0206,지역 유일의 공립미술관,경기도,성남시,1
127429,양주향교,A02,A0201,지방민의 교육과 교화를 위하여 창건된 곳,경기도,양주시,1
2714652,아쿠아플라넷 광교,A02,A0202,지금까지 없었던 즐거운 바다 세계 탐험,경기도,수원시,1
2615462,아해박물관,A02,A0206,즐기면서 배우는 역사여행,경기도,과천시,1
2734928,송내어울마당,A02,A0206,즐기며 배우는 공간,경기도,부천시,1
2744492,고양꽃전시관,A02,A0206,즐기며 배우는 공간,경기도,고양시,1
2724084,안정리 예술인광장,A02,A0206,즐기며 배우는 공간,경기도,평택시,1
127517,하니랜드,A02,A0202,즐거움과 낭만의 모험을 마음껏 즐길 수 있는 아름다운 놀이동산,경기도,파주시,2
2733851,약대울체육공원,A02,A0202,즐거운 주말 보내기 좋은 장소,경기도,남양주시,1
776435,법륜사(용인 문수산),A02,A0201,"중부관음성지 만일결사 정진도량, 문수산 법륜사",경기도,용인시,1
129897,중남미문화원,A02,A0206,중남미 지역 문화 예술을 느낄 수 있는 곳,경기도,고양시,2
1104314,지평지구전투전적비,A02,A0205,중공군 사단의 집중공격을 막아낸 방어전투,경기도,양평군,1
2792937,노산사지,A02,A0201,"주자, 송시열, 화서 이항로 위패",경기도,양평군,1
2569455,임진강 황포돛배,A02,A0202,주상절리 감상과 임진강의 역사 해설을 함께 들을 수 있는 체험,경기도,파주시,2
2741601,역곡공원,A02,A0202,주민들의 여가를 위해,경기도,부천시,1
2751280,오포생활체육공원,A02,A0202,주민들의 건강을 책임지는 곳,경기도,광주시,1
2761633,안산올림픽기념관,A02,A0206,주민들을 위한 문화시설,경기도,안산시,1
2615024,시흥 오이도 유적,A02,A0201,주거형식 및 온돌 발전과정에 대한 학술적인 가치가 큰 유적,경기도,시흥시,1
2751279,신천생활체육공원,A02,A0202,종합 체육공원,경기도,양주시,1
753822,우저서원,A02,A0201,조헌(趙憲)의 학문과 덕행을 추모하는 곳,경기도,김포시,1
2733831,광해군묘,A02,A0201,조용히 바라보게 되는 광해군묘,경기도,남양주시,1
2790497,선법사,A02,A0201,조용한 산사의 풍경,경기도,하남시,1
323130,쌍계사(안산),A02,A0201,조용하고 한적한 분위기의 쌍계사,경기도,안산시,1
1553085,가루매마을,A02,A0203,조용하고 편안한 농촌마을,경기도,양평군,1
756551,삼막사 마애삼존불,A02,A0205,조선후기 불교문화를 보여주는 중요한 역사자료,경기도,안양시,1
126790,명성황후 생가,A02,A0201,조선의 왕비가 태어나고 자란 곳,경기도,여주시,1
127679,파주 삼릉 [유네스코 세계문화유산],A02,A0201,조선의 왕들이 잠들어 있는 곳,경기도,파주시,1
125581,광주 조선백자 요지,A02,A0201,조선의 백자 문화를 엿볼 수 있는 곳,경기도,광주시,2
130327,명성황후 기념관,A02,A0206,"조선의 국모, 명성황후의 생가",경기도,여주시,1
125573,"여주 영릉(英陵)세종대왕)과 영릉(寧陵)효종,인선왕후) [유네스코 세계문화유산]",A02,A0201,조선왕릉 세계문화유산 나들이,경기도,여주시,1
127402,김포 덕포진,A02,A0201,조선시대의 전략적 요충지,경기도,김포시,1
2733529,군포 조선백자 요지,A02,A0201,조선시대의 가마터,경기도,군포시,1
264390,장안문(長安門),A02,A0201,조선시대 화성의 북문으로 건립된 중충누문,경기도,수원시,1
128046,여주 황포돛배,A02,A0203,조선시대 주요 운송수단을 재현한 황포돛배,경기도,여주시,1
128579,온온사,A02,A0201,조선시대 정조가 수원에 있는 장릉에 가는 길에 머무르던 객사,경기도,과천시,1
128062,별망성지,A02,A0201,"조선시대 성곽, 바닷가를 따라 지은 해안산성",경기도,안산시,1
1954262,용인향교,A02,A0201,"조선시대 교육기관, 용인향교",경기도,용인시,1
2792887,김병호고가,A02,A0201,"조선말기에 지어진 주택, 경기도 민속자료",경기도,양평군,1
2569492,소령원,A02,A0201,조선21대 영조(英祖)의 어머니 숙빈최씨(淑嬪崔氏)의 원소(園所),경기도,파주시,1
736754,홍승인고가,A02,A0201,조선 후기의 전통적인 부농의 모습을 간직한 고택,경기도,화성시,1
1625075,의안대군방석묘역,A02,A0201,조선 최초의 세자,경기도,광주시,1
125560,정약용선생묘,A02,A0201,조선 최고의 실학자 정약용의 묘,경기도,남양주시,1
919605,황희정승묘,A02,A0201,조선 초기의 명재상이자 청백리의 표상,경기도,파주시,1
125547,권율장군묘,A02,A0201,조선 중기의 문신 권율 장군의 묘소,경기도,양주시,1
753848,한재당,A02,A0201,조선 중기 문신 이목 선생의 위패를 봉인한 곳,경기도,김포시,1
2873040,황계동 정조마을,A02,A0203,조선 정조대왕이 능행차 때 쉬어 가던 마을,경기도,화성시,1
1903260,광주 곤지암도자공원,A02,A0202,조선 시대 왕실에  백자를 제조하고 납품하는  관요가 운영되던 곳,경기도,광주시,1
250395,고양향교,A02,A0201,조선 숙종 때 현유(賢儒)의 위패를 봉안하고 배향한 서원,경기도,고양시,1
736692,화성남양리신빈김씨묘역,A02,A0201,조선 세종의 후궁 신빈 김씨(1404~1464)의 묘,경기도,화성시,1
1955901,소산서원,A02,A0201,"조선 세종 때의 명재상 문효공(文孝公) 경재(敬齋) 하연(河演, 1376~1453년)을 향사하는 곳",경기도,시흥시,1
127175,원균장군묘,A02,A0201,조선 선조 때의 무신,경기도,평택시,1
2480899,수원화성 관광특구,A02,A0202,조선 건축 미학부터 스마트관광도시까지,경기도,수원시,1
2569490,수길원,A02,A0201,조선 21대 영조(英祖)의 후궁 정빈 이 씨(靖嬪李氏)의 묘소,경기도,파주시,1
125545,구리 동구릉 [유네스코 세계문화유산],A02,A0201,조선 1대 태조의 능으로 조선 왕릉 제도의 표본,경기도,구리시,1
250410,"파주 장릉(인조,인열왕후) [유네스코 세계문화유산]",A02,A0201,조선 16대 왕인 인조와 부인 인열왕후의 무덤,경기도,파주시,1
127960,김포국제조각공원,A02,A0206,조각 작품과 자연의 조화,경기도,김포시,1
2732173,제부도 아트파크,A02,A0202,제부도의 아름다움을 감상하다,경기도,화성시,1
2613660,만석거공원,A02,A0202,정조대왕이 축조한 만석거,경기도,수원시,1
125531,용주사(화성),A02,A0201,정조대왕의 효심이 깃든 용주사,경기도,화성시,1
250408,남양주 사릉(정순왕후) [유네스코 세계문화유산],A02,A0201,"정순왕후의 무덤, 사릉",경기도,남양주시,1
2665254,청계목장,A02,A0203,정서적인 휴식과 힐링을 함께,경기도,용인시,1
2892126,고양아람누리 아람미술관,A02,A0206,정발산역에서 가까운 도심 속 미술관,경기도,고양시,1
1955928,충렬서원,A02,A0201,정몽주의 학덕과 충절을 기리는 곳,경기도,용인시,1
2735308,정혜사,A02,A0201,접근성이 좋은 도심에서 불교를 배우다,경기도,고양시,1
654645,안산 어촌민속박물관,A02,A0206,점차 사라져가는 어민들의 삶과 문화를 보존 및 전시하고자 건립된 박물관,경기도,안산시,1
2754497,장흥한옥수영장,A02,A0203,전통한옥을 테마로 한 웰빙 휴양지,경기도,양주시,1
782884,안산시행복예절관,A02,A0203,전통문화를 체험 할 수 있는 체험의 장,경기도,안산시,2
1624888,연천향교,A02,A0201,전통문화를 직접 체험할 수 있는 곳,경기도,연천군,2
2550738,배다골테마파크 고양민속박물관,A02,A0206,전통과 자연과 문화의 향기가 가득한 곳,경기도,고양시,1
1917062,배다골테마파크,A02,A0202,전통과 자연과 문화의 향기가 가득,경기도,고양시,1
612862,돌다리 곱창골목,A02,A0203,전통과 역사가 있는 구리의 명물 '돌다리 곱창골목',경기도,구리시,1
231911,서계박세당 사랑채,A02,A0201,전통고택의 독특함과 품격을 느낄 수 있는 곳,경기도,의정부시,2
612107,도예촌 쌀밥거리,A02,A0203,전통 쌀밥정식을 만나는 곳,경기도,이천시,1
130417,두루뫼박물관,A02,A0206,전통 생활용품의 역사를 배워보는 곳 ,경기도,파주시,1
129879,연천문화원,A02,A0206,전통 문화 발굴과 전통을 계승하는 문화원,경기도,연천군,1
630420,용인 웬떡마을,A02,A0203,전통 떡을 재현하는 슬로푸드 체험마을,경기도,용인시,1
127408,1.21 무장공비 침투로,A02,A0201,전쟁과 휴전의 긴장감이 느껴지는 안보관광지,경기도,연천군,1
125434,청암관광농원,A02,A0204,전원풍광이 빼어난 대규모 관광농원,경기도,이천시,1
2738089,비산체육공원,A02,A0202,전문 시설을 갖춘 체육공원,경기도,안양시,1
130147,한국등잔박물관,A02,A0206,전기가 들어오기 전 사용했던 조명기구들이 전시되어 있는 곳,경기도,용인시,1
612323,분원리 붕어찜마을,A02,A0203,전국 각지에서 찾는 붕어찜 명소,경기도,광주시,1
2945376,서해랑 제부도 해상케이블카,A02,A0203,전곡항과 제부도를 잇는 새로운 하늘길,경기도,화성시,1
1200751,가평군목공예영농조합,A02,A0206,장인정신의 혼이 담긴 목공예 제품,경기도,가평군,1
2874858,동편마을 카페거리,A02,A0203,잘 조성된 거리와 멋진 카페들이 있는 곳,경기도,안양시,1
2676018,작은미술관 보구곶,A02,A0206,"작지만 크고, 끝이지만 시작인 곳",경기도,김포시,1
1784985,피싱파크 진산각,A02,A0204,작은 동물들과 친구가 되는 곳,경기도,김포시,1
126704,부천 중앙공원,A02,A0202,작은 개울과 분수들의 앙상블,경기도,부천시,1
2765232,골안사,A02,A0201,작고 아담한 사찰,경기도,성남시,1
2754294,조소양선생기념관,A02,A0206,자주와 평등의 독립국가를 꿈꾸다,경기도,양주시,1
2736380,오정대공원,A02,A0202,자전거문화센터와 오정레포츠센터가 조성되어 있는 부천오정지역을 대표하는 공원,경기도,부천시,1
1921229,자유의 다리(파주),A02,A0201,자유로의 귀환,경기도,파주시,1
756618,상동호수공원,A02,A0202,자연의 정취를 흠뻑 느낄 수 있는 곳,경기도,부천시,2
126820,동막골유원지,A02,A0202,자연의 신비함 속에 호젓하게 즐기는 피서지,경기도,연천군,1
2751581,주파크,A02,A0202,자연의 소중함을 느끼고 멋진 꿈과 추억을 남길 수 있는 곳,경기도,포천시,2
2750380,모곡공원,A02,A0202,자연을 보면서 운동하기,경기도,평택시,1
2789681,백둔리산촌생태마을(연인산마을),A02,A0203,자연을 만끽할 수 있는 백둔리산촌생태마을,경기도,가평군,2
2551477,풀짚공예박물관,A02,A0206,자연을 디자인하는 풀짚공예,경기도,광주시,1
3006699,어린이농장학농원,A02,A0203,자연을 댜양하게 체험하고 배우며 마음껏 뛰어놀 수 있는 농촌체험농장,경기도,평택시,2
613661,파주 나비나라박물관,A02,A0206,자연보존의 중요성과 생명의 소중함을 배우는 곳,경기도,파주시,1
127472,쇠꼴마을,A02,A0203,자연과 휴식이 있는 농촌체험마을,경기도,파주시,1
130714,조각가 박시동 미술관,A02,A0206,자연과 함께하는 문화예술 공간,경기도,연천군,1
130970,더 파크 아프리카뮤지엄,A02,A0206,자연과 함께 호흡하며 살아가는 모습 아프리카 대륙의 축소판,경기도,포천시,1
2027212,화운사,A02,A0201,자연과 함께 수행하기에 안성맞춤인 절,경기도,용인시,1
2547624,파크엘림,A02,A0204,자연과 요리를 테마로 하고 있는 관광농원,경기도,안성시,1
127981,너리굴 문화마을,A02,A0201,자연과 예술이 한데 어울려 있는 마을,경기도,안성시,1
1753541,문화예술원 마루홀,A02,A0206,자연과 도시가 어우러진 문화공간,경기도,용인시,1
129398,양평 마들가리마을,A02,A0203,자연과 더불어 사는 아름다운 마을,경기도,양평군,1
129550,장자호수공원,A02,A0202,자연과 공존하는 장자호수공원,경기도,구리시,1
130705,이영미술관,A02,A0206,자연 친화적인 공간에서 즐기는 예술활동,경기도,용인시,1
125518,서운동산,A02,A0202,자연 속의 전원휴양지 서운 동산,경기도,포천시,1
129770,모란미술관,A02,A0206,자연 속 힐링 미술관,경기도,남양주시,1
2740051,새암공원,A02,A0202,자연 속 힐링,경기도,파주시,1
2742316,영통어린이교통공원,A02,A0202,자연 속 힐링,경기도,수원시,1
2741606,효행공원,A02,A0202,자연 속 힐링,경기도,수원시,1
2736368,성주산체육공원,A02,A0202,자연 속 힐링,경기도,부천시,1
2743335,장지체육공원,A02,A0202,자연 속 힐링,경기도,화성시,1
2751283,선돌근린공원,A02,A0202,자연 속 힐링,경기도,양주시,1
2383470,리틀빅아이 자유숲놀이터,A02,A0203,자연 속 안전한 놀이터,경기도,양주시,1
1965335,서경들마을,A02,A0203,자연 그대로의 향이 가득한 낭만 있는 마을,경기도,이천시,1
611948,고기동 오리촌,A02,A0203,자연 그대로의 맛을 품고 있는 곳,경기도,용인시,1
2615477,팔당물안개공원,A02,A0202,자연 경치를 구경하며 자전거 타기 좋은 명소,경기도,광주시,1
2781620,한강중앙공원,A02,A0202,자생식물을 테마로 한 야생화 정원이 조성되다,경기도,김포시,1
2751476,영각사,A02,A0201,자비로운 마음이 꽃피는 법당,경기도,시흥시,1
337425,약사사(경기),A02,A0201,자비로운 마음 풍요로운 세상,경기도,성남시,1
128287,죽주산성,A02,A0201,임진왜란 때의 격전지,경기도,안성시,1
346634,용상사(파주),A02,A0201,임진왜란 때 승병들이 많은 왜군을 무찌른 곳,경기도,파주시,1
127657,화석정,A02,A0201,임진강가 벼랑 위에 자리 잡은 조선시대 양식의 정자,경기도,파주시,0
630374,연천 나룻배마을,A02,A0203,임진강 최북단 농촌체험마을,경기도,연천군,1
2569466,38선마을,A02,A0201,임진강 건너편의 최북단에 위치한 마을,경기도,연천군,1
304801,망해암,A02,A0201,일출이 아름다운 사찰 '망해암',경기도,안양시,1
250366,연천역 급수탑,A02,A0201,일제강점기의 역사가 남아있는 곳,경기도,연천군,1
130089,과천시민회관,A02,A0206,일상을 문화와 예술로 채우다,경기도,과천시,1
2738405,학운공원,A02,A0202,일상속 행복이 가득한 안양천변 도심 공원,경기도,안양시,1
2735324,장안정사,A02,A0201,일산에 있는 추모공원,경기도,고양시,1
130593,롯데갤러리(일산),A02,A0206,일산 롯데백화점내의 무료 관람갤러리,경기도,고양시,1
2527233,브이알존큐브 일산웨돔점,A02,A0203,일반적인 VR체험에 머무르지 않고 플레이어로 즐길 수 있는 곳,경기도,고양시,2
317505,불암사(남양주),A02,A0201,인쇄용 목판으로 유명한 불암사,경기도,남양주시,1
130570,구삼뮤지엄,A02,A0206,인물관련 미술품 모아 전시해 놓은 미술관,경기도,파주시,1
750947,월화원,A02,A0201,"인공호수, 인공폭포, 정자가 자아내는 이국적인 정취",경기도,수원시,1
3007678,밤섬유원지,A02,A0202,인공적이지 않은 자연 그대로의 숲의 모습을 간직한 유원지,경기도,남양주시,1
2654583,평화를 품은 집,A02,A0203,인간의 존엄성이 기본이 되는 세상을 만드는 곳,경기도,파주시,1
2746270,동말근린공원,A02,A0202,익스트림 스포츠를 즐길 수 있는 엑스게임장이 있는 근린공원,경기도,평택시,2
2741623,라바팜스토리,A02,A0202,이색 동물 체험과 글램핑 바베큐 체험이 가능한 곳,경기도,화성시,1
2914491,상희공원,A02,A0202,이상희 대위의 희생정신을 기리는 공원,경기도,성남시,1
304686,동도사(용인),A02,A0201,이동저수지를 비롯하여 주변의 산을 한눈에 내려다 볼 수 있는 곳,경기도,용인시,2
2633924,시흥배곧한울공원 해수체험장,A02,A0203,이국적인 느낌이 물씬 풍기는 해수체험장,경기도,시흥시,1
127675,와우정사(용인),A02,A0201,이국적인 느낌이 가득한 부처님의 동산,경기도,용인시,1
309298,미륵암,A02,A0201,의정부에 있는 전통사찰,경기도,의정부시,1
125578,한국민속촌,A02,A0201,의미와 재미를 모두 갖춘 시간 여행지,경기도,용인시,1
611591,안성맞춤 먹거리타운,A02,A0203,음식문화 시범거리,경기도,안성시,1
127556,미리내 성지,A02,A0201,은하수처럼 보이는 미리내 성지,경기도,안성시,1
2902649,기배역사공원,A02,A0202,융건릉 근처 산책과 휴식하기 좋은 공원,경기도,화성시,1
2760017,경기문화창조허브,A02,A0203,융·복합 콘텐츠분야 창업지원센터,경기도,성남시,1
2966048,연천양조장,A02,A0204,율무 전통주 테라피로 오감을 힐링하자.	,경기도,연천군,1
2708165,자운서원,A02,A0201,율곡이이의 숨결을 느낄 수 있는 곳,경기도,파주시,2
127691,파주이이유적,A02,A0201,율곡 선생의 유품 및 일대기,경기도,파주시,1
126573,일동제일유황온천,A02,A0202,유황온천으로 피로를 말끔하게 씻어낼 수 있는 곳,경기도,포천시,2
128580,과천향교,A02,A0201,유학사상의 배움과 전통문화 계승,경기도,과천시,1
2757183,신길역사유적공원,A02,A0202,유적의 영구 보존을 위해,경기도,안산시,1
2742052,경안근린공원,A02,A0202,유아들을 위한 공간,경기도,광주시,1
2994829,루덴시아,A02,A0202,"유럽의 문화와 예술을 담은 놀이터, 갤러리형 테마파크",경기도,여주시,1
1053768,분당 정자동 카페거리,A02,A0203,유럽의 노천카페를 연상시키는 카페거리,경기도,성남시,1
921096,가평향교,A02,A0201,"위패를 봉안, 배향하고 지방의 중등교육과 지방민의 교화",경기도,가평군,1
300087,아미타사(구 덕암사),A02,A0201,원효봉 아래에 자리한 덕암사,경기도,고양시,0
2733099,원효대사 깨달음 체험관,A02,A0203,원효대사의 깨달음을 현대인에게 전달하다,경기도,평택시,1
128867,수도사(평택),A02,A0201,원효대사의 깨달음와 전통사찰음식체험,경기도,평택시,1
347038,원효사(경기),A02,A0201,원효대사가 머물렀던 사찰,경기도,의정부시,1
126542,김포 장릉(인헌왕후) [유네스코 세계문화유산],A02,A0201,원종과 인헌왕후의 안식처,경기도,김포시,1
337524,영원사(이천),A02,A0201,원적산 남쪽 기슭에 위치한 영원사,경기도,이천시,1
1919973,초롱이둥지마을,A02,A0203,원시림의 자연 생태계가 보전된 깨끗한 마을 ,경기도,가평군,1
776369,백련사(가평),A02,A0201,울창한 잣나무 숲으로 둘러쌓인 소담한 사찰,경기도,가평군,1
129549,곤충생태관,A02,A0206,울창한 숲을 그대로 재현하여 한겨울에도 나비를 볼 수 있는 곳,경기도,구리시,2
125513,산장관광지,A02,A0202,"울창한 숲과, 맑은 물로 이를데 없이 아름다운 곳",경기도,가평군,1
125490,수동국민관광지,A02,A0202,울창한 숲과 계곡이 어우러진 수동국민관광지 ,경기도,남양주시,1
346647,용화사(김포),A02,A0201,운양산에 자리잡고 있는 전통사찰,경기도,김포시,0
2759992,마루공원,A02,A0202,운동하기 좋은 공원,경기도,성남시,1
2737268,광남생활체육공원,A02,A0202,운동과 휴식을 동시에,경기도,광주시,1
2554262,한국항공대학교 항공우주박물관,A02,A0204,우주로 향하는 인류의 꿈 !,경기도,고양시,1
2761640,안산 어린이 천문대,A02,A0202,우주과학과 자연과학의 즐거움을 느끼다,경기도,안산시,1
988016,모산목장,A02,A0203,우유의 소중함을 느낄 수 있는 낙농체험목장,경기도,파주시,2
611425,댕이골 전통음식거리,A02,A0203,우리의 전통음식인 한식 식당이 모여 있는 곳,경기도,안산시,1
130706,선바위미술관,A02,A0206,우리의 옛 모습을 정겹게 간직한 곳,경기도,과천시,1
2759970,할아버지동물농장,A02,A0202,우리아이와 동물들이 만나는 시간,경기도,화성시,1
2749098,용화사,A02,A0201,"우리는 살아있고, 그러므로 행복합니다.",경기도,의왕시,1
611917,안양명물 순대곱창골목,A02,A0203,우리네 추억서린 따뜻한 맛과 기억을 간직하고 있는 골목,경기도,안양시,1
128516,바우덕이 묘,A02,A0201,우리나라의 대중문화를 개척한 인물,경기도,안성시,1
2498600,출판도시 활판인쇄박물관,A02,A0206,우리나라 출판의 역사와 전통을 배워보자 !,경기도,파주시,1
